arrivaldate,arrivalstation,crawler,departuredate,departurestation,fullfare,productclass,scandate,trajeto
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1657.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,707.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,832.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,982.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,888.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1013.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1168.97,MX,19-12-2024,ida
2025-03-02T08:00:00,BSB,gol,2025-03-02T06:05:00,CWB,707.89,LT,19-12-2024,volta
2025-03-02T08:00:00,BSB,gol,2025-03-02T06:05:00,CWB,832.89,PL,19-12-2024,volta
2025-03-02T08:00:00,BSB,gol,2025-03-02T06:05:00,CWB,982.89,MX,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,707.89,LT,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,832.89,PL,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,982.89,MX,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,1796.89,LT,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,1921.89,PL,19-12-2024,volta
2025-03-02T07:50:00,GRU,gol,2025-03-02T06:40:00,CWB,2091.89,MX,19-12-2024,volta
2025-03-02T10:05:00,CGH,gol,2025-03-02T08:55:00,CWB,1372.89,LT,19-12-2024,volta
2025-03-02T10:05:00,CGH,gol,2025-03-02T08:55:00,CWB,1497.89,PL,19-12-2024,volta
2025-03-02T10:05:00,CGH,gol,2025-03-02T08:55:00,CWB,1657.89,MX,19-12-2024,volta
2025-03-02T12:45:00,GIG,gol,2025-03-02T11:20:00,CWB,1372.89,LT,19-12-2024,volta
2025-03-02T12:45:00,GIG,gol,2025-03-02T11:20:00,CWB,1497.89,PL,19-12-2024,volta
2025-03-02T12:45:00,GIG,gol,2025-03-02T11:20:00,CWB,1657.89,MX,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,888.89,LT,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,1013.89,PL,19-12-2024,volta
2025-03-02T20:30:00,GRU,gol,2025-03-02T19:15:00,CWB,1168.89,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,985.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1110.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1265.97,MX,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,985.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1110.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1265.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1307.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1432.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1592.97,MX,19-12-2024,ida
2025-03-02T13:05:00,SSA,gol,2025-03-02T12:10:00,AJU,1111.61,LT,19-12-2024,volta
2025-03-02T13:05:00,SSA,gol,2025-03-02T12:10:00,AJU,1236.61,PL,19-12-2024,volta
2025-03-02T13:05:00,SSA,gol,2025-03-02T12:10:00,AJU,1391.61,MX,19-12-2024,volta
2025-03-02T20:25:00,GRU,gol,2025-03-02T17:40:00,AJU,1475.61,LT,19-12-2024,volta
2025-03-02T20:25:00,GRU,gol,2025-03-02T17:40:00,AJU,1600.61,PL,19-12-2024,volta
2025-03-02T20:25:00,GRU,gol,2025-03-02T17:40:00,AJU,1760.61,MX,19-12-2024,volta
2025-03-02T13:05:00,SSA,gol,2025-03-02T12:10:00,AJU,1747.61,LT,19-12-2024,volta
2025-03-02T13:05:00,SSA,gol,2025-03-02T12:10:00,AJU,1872.61,PL,19-12-2024,volta
2025-03-02T13:05:00,SSA,gol,2025-03-02T12:10:00,AJU,2042.61,MX,19-12-2024,volta
2025-03-02T19:10:00,GIG,gol,2025-03-02T16:45:00,AJU,1111.61,LT,19-12-2024,volta
2025-03-02T19:10:00,GIG,gol,2025-03-02T16:45:00,AJU,1236.61,PL,19-12-2024,volta
2025-03-02T19:10:00,GIG,gol,2025-03-02T16:45:00,AJU,1391.61,MX,19-12-2024,volta
2025-03-02T20:25:00,GRU,gol,2025-03-02T17:40:00,AJU,1475.61,LT,19-12-2024,volta
2025-03-02T20:25:00,GRU,gol,2025-03-02T17:40:00,AJU,1600.61,PL,19-12-2024,volta
2025-03-02T20:25:00,GRU,gol,2025-03-02T17:40:00,AJU,1760.61,MX,19-12-2024,volta
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,953.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1078.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1233.97,MX,19-12-2024,ida
2025-03-02T13:30:00,GRU,gol,2025-03-02T10:45:00,CGR,686.67,LT,19-12-2024,volta
2025-03-02T13:30:00,GRU,gol,2025-03-02T10:45:00,CGR,811.67,PL,19-12-2024,volta
2025-03-02T13:30:00,GRU,gol,2025-03-02T10:45:00,CGR,961.67,MX,19-12-2024,volta
2025-03-02T22:05:00,GRU,gol,2025-03-02T19:15:00,CGR,843.57,LT,19-12-2024,volta
2025-03-02T22:05:00,GRU,gol,2025-03-02T19:15:00,CGR,968.57,PL,19-12-2024,volta
2025-03-02T22:05:00,GRU,gol,2025-03-02T19:15:00,CGR,1123.57,MX,19-12-2024,volta
2025-03-02T22:05:00,GRU,gol,2025-03-02T19:15:00,CGR,1780.57,LT,19-12-2024,volta
2025-03-02T22:05:00,GRU,gol,2025-03-02T19:15:00,CGR,1905.57,PL,19-12-2024,volta
2025-03-02T22:05:00,GRU,gol,2025-03-02T19:15:00,CGR,2075.57,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,759.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,884.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1039.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,836.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,961.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1116.97,MX,19-12-2024,ida
2025-03-02T07:15:00,BSB,gol,2025-03-02T06:30:00,GYN,1476.72,LT,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T06:30:00,GYN,1601.72,PL,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T06:30:00,GYN,1761.72,MX,19-12-2024,volta
2025-03-02T13:50:00,SSA,gol,2025-03-02T11:45:00,GYN,915.72,LT,19-12-2024,volta
2025-03-02T13:50:00,SSA,gol,2025-03-02T11:45:00,GYN,1040.72,PL,19-12-2024,volta
2025-03-02T13:50:00,SSA,gol,2025-03-02T11:45:00,GYN,1195.72,MX,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T06:30:00,GYN,1476.72,LT,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T06:30:00,GYN,1601.72,PL,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T06:30:00,GYN,1761.72,MX,19-12-2024,volta
2025-03-02T13:50:00,SSA,gol,2025-03-02T11:45:00,GYN,985.72,LT,19-12-2024,volta
2025-03-02T13:50:00,SSA,gol,2025-03-02T11:45:00,GYN,1110.72,PL,19-12-2024,volta
2025-03-02T13:50:00,SSA,gol,2025-03-02T11:45:00,GYN,1265.72,MX,19-12-2024,volta
2025-03-02T21:35:00,GRU,gol,2025-03-02T19:40:00,GYN,1730.72,LT,19-12-2024,volta
2025-03-02T21:35:00,GRU,gol,2025-03-02T19:40:00,GYN,1855.72,PL,19-12-2024,volta
2025-03-02T21:35:00,GRU,gol,2025-03-02T19:40:00,GYN,2025.72,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,509.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,634.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,784.97,MX,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,509.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,634.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,784.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,850.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,975.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1130.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,509.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,634.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,784.97,MX,19-12-2024,ida
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:10:00,VIX,1603.46,LT,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:10:00,VIX,1728.46,PL,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:10:00,VIX,1898.46,MX,19-12-2024,volta
2025-03-02T09:40:00,GIG,gol,2025-03-02T08:30:00,VIX,2191.46,LT,19-12-2024,volta
2025-03-02T09:40:00,GIG,gol,2025-03-02T08:30:00,VIX,2316.46,PL,19-12-2024,volta
2025-03-02T09:40:00,GIG,gol,2025-03-02T08:30:00,VIX,2486.46,MX,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:10:00,VIX,1798.46,LT,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:10:00,VIX,1923.46,PL,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:10:00,VIX,2093.46,MX,19-12-2024,volta
2025-03-02T09:40:00,GIG,gol,2025-03-02T08:30:00,VIX,851.46,LT,19-12-2024,volta
2025-03-02T09:40:00,GIG,gol,2025-03-02T08:30:00,VIX,976.46,PL,19-12-2024,volta
2025-03-02T09:40:00,GIG,gol,2025-03-02T08:30:00,VIX,1131.46,MX,19-12-2024,volta
2025-03-02T21:15:00,GRU,gol,2025-03-02T19:35:00,VIX,1798.46,LT,19-12-2024,volta
2025-03-02T21:15:00,GRU,gol,2025-03-02T19:35:00,VIX,1923.46,PL,19-12-2024,volta
2025-03-02T21:15:00,GRU,gol,2025-03-02T19:35:00,VIX,2093.46,MX,19-12-2024,volta
2025-03-02T21:15:00,GRU,gol,2025-03-02T19:35:00,VIX,1798.46,LT,19-12-2024,volta
2025-03-02T21:15:00,GRU,gol,2025-03-02T19:35:00,VIX,1923.46,PL,19-12-2024,volta
2025-03-02T21:15:00,GRU,gol,2025-03-02T19:35:00,VIX,2093.46,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1363.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1488.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1648.97,MX,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1363.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1488.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1648.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,912.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1037.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1192.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,681.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,806.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,956.97,MX,19-12-2024,ida
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:10:00,FLN,687.82,LT,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:10:00,FLN,812.82,PL,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:10:00,FLN,962.82,MX,19-12-2024,volta
2025-03-02T08:30:00,CGH,gol,2025-03-02T07:15:00,FLN,1204.82,LT,19-12-2024,volta
2025-03-02T08:30:00,CGH,gol,2025-03-02T07:15:00,FLN,1329.82,PL,19-12-2024,volta
2025-03-02T08:30:00,CGH,gol,2025-03-02T07:15:00,FLN,1489.82,MX,19-12-2024,volta
2025-03-02T11:20:00,GIG,gol,2025-03-02T09:50:00,FLN,2423.82,LT,19-12-2024,volta
2025-03-02T11:20:00,GIG,gol,2025-03-02T09:50:00,FLN,2548.82,PL,19-12-2024,volta
2025-03-02T11:20:00,GIG,gol,2025-03-02T09:50:00,FLN,2718.82,MX,19-12-2024,volta
2025-03-02T11:20:00,GIG,gol,2025-03-02T09:50:00,FLN,2423.82,LT,19-12-2024,volta
2025-03-02T11:20:00,GIG,gol,2025-03-02T09:50:00,FLN,2548.82,PL,19-12-2024,volta
2025-03-02T11:20:00,GIG,gol,2025-03-02T09:50:00,FLN,2718.82,MX,19-12-2024,volta
2025-03-02T19:05:00,GIG,gol,2025-03-02T17:35:00,FLN,918.82,LT,19-12-2024,volta
2025-03-02T19:05:00,GIG,gol,2025-03-02T17:35:00,FLN,1043.82,PL,19-12-2024,volta
2025-03-02T19:05:00,GIG,gol,2025-03-02T17:35:00,FLN,1198.82,MX,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:10:00,FLN,918.82,LT,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:10:00,FLN,1043.82,PL,19-12-2024,volta
2025-03-02T20:35:00,GRU,gol,2025-03-02T19:10:00,FLN,1198.82,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,850.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,975.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1130.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,850.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,975.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1130.97,MX,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,850.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,975.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1130.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1081.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1206.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1361.97,MX,19-12-2024,ida
2025-03-02T07:15:00,BSB,gol,2025-03-02T03:20:00,MAO,1683.97,LT,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T03:20:00,MAO,1808.97,PL,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T03:20:00,MAO,1978.97,MX,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T03:20:00,MAO,1683.97,LT,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T03:20:00,MAO,1808.97,PL,19-12-2024,volta
2025-03-02T07:15:00,BSB,gol,2025-03-02T03:20:00,MAO,1978.97,MX,19-12-2024,volta
2025-03-02T21:50:00,GRU,gol,2025-03-02T16:55:00,MAO,1910.97,LT,19-12-2024,volta
2025-03-02T21:50:00,GRU,gol,2025-03-02T16:55:00,MAO,2035.97,PL,19-12-2024,volta
2025-03-02T21:50:00,GRU,gol,2025-03-02T16:55:00,MAO,2205.97,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,827.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,952.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1107.97,MX,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,827.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,952.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1107.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,827.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,952.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1107.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,827.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,952.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1107.97,MX,19-12-2024,ida
2025-03-02T07:40:00,BSB,gol,2025-03-02T05:15:00,MCZ,832.04,LT,19-12-2024,volta
2025-03-02T07:40:00,BSB,gol,2025-03-02T05:15:00,MCZ,957.04,PL,19-12-2024,volta
2025-03-02T07:40:00,BSB,gol,2025-03-02T05:15:00,MCZ,1112.04,MX,19-12-2024,volta
2025-03-02T13:40:00,SSA,gol,2025-03-02T12:30:00,MCZ,1410.04,LT,19-12-2024,volta
2025-03-02T13:40:00,SSA,gol,2025-03-02T12:30:00,MCZ,1535.04,PL,19-12-2024,volta
2025-03-02T13:40:00,SSA,gol,2025-03-02T12:30:00,MCZ,1695.04,MX,19-12-2024,volta
2025-03-02T08:15:00,GRU,gol,2025-03-02T05:15:00,MCZ,2536.04,LT,19-12-2024,volta
2025-03-02T08:15:00,GRU,gol,2025-03-02T05:15:00,MCZ,2661.04,PL,19-12-2024,volta
2025-03-02T08:15:00,GRU,gol,2025-03-02T05:15:00,MCZ,2831.04,MX,19-12-2024,volta
2025-03-02T13:45:00,GIG,gol,2025-03-02T11:05:00,MCZ,1953.04,LT,19-12-2024,volta
2025-03-02T13:45:00,GIG,gol,2025-03-02T11:05:00,MCZ,2078.04,PL,19-12-2024,volta
2025-03-02T13:45:00,GIG,gol,2025-03-02T11:05:00,MCZ,2248.04,MX,19-12-2024,volta
2025-03-02T13:40:00,SSA,gol,2025-03-02T12:30:00,MCZ,1953.04,LT,19-12-2024,volta
2025-03-02T13:40:00,SSA,gol,2025-03-02T12:30:00,MCZ,2078.04,PL,19-12-2024,volta
2025-03-02T13:40:00,SSA,gol,2025-03-02T12:30:00,MCZ,2248.04,MX,19-12-2024,volta
2025-03-02T20:40:00,GRU,gol,2025-03-02T17:35:00,MCZ,1953.04,LT,19-12-2024,volta
2025-03-02T20:40:00,GRU,gol,2025-03-02T17:35:00,MCZ,2078.04,PL,19-12-2024,volta
2025-03-02T20:40:00,GRU,gol,2025-03-02T17:35:00,MCZ,2248.04,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,785.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,910.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1065.97,MX,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,785.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,910.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1065.97,MX,19-12-2024,ida
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:05:00,JPA,1370.57,LT,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:05:00,JPA,1495.57,PL,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:05:00,JPA,1655.57,MX,19-12-2024,volta
2025-03-02T14:05:00,GIG,gol,2025-03-02T11:00:00,JPA,1913.57,LT,19-12-2024,volta
2025-03-02T14:05:00,GIG,gol,2025-03-02T11:00:00,JPA,2038.57,PL,19-12-2024,volta
2025-03-02T14:05:00,GIG,gol,2025-03-02T11:00:00,JPA,2208.57,MX,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:05:00,JPA,1370.57,LT,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:05:00,JPA,1495.57,PL,19-12-2024,volta
2025-03-02T13:45:00,SSA,gol,2025-03-02T12:05:00,JPA,1655.57,MX,19-12-2024,volta
2025-03-02T23:15:00,GIG,gol,2025-03-02T20:10:00,JPA,1370.57,LT,19-12-2024,volta
2025-03-02T23:15:00,GIG,gol,2025-03-02T20:10:00,JPA,1495.57,PL,19-12-2024,volta
2025-03-02T23:15:00,GIG,gol,2025-03-02T20:10:00,JPA,1655.57,MX,19-12-2024,volta
2025-03-02T14:05:00,GIG,gol,2025-03-02T11:00:00,JPA,1370.57,LT,19-12-2024,volta
2025-03-02T14:05:00,GIG,gol,2025-03-02T11:00:00,JPA,1495.57,PL,19-12-2024,volta
2025-03-02T14:05:00,GIG,gol,2025-03-02T11:00:00,JPA,1655.57,MX,19-12-2024,volta
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,850.97,LT,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,975.97,PL,19-12-2024,ida
2025-02-22T08:05:00,GRU,gol,2025-02-22T04:20:00,SLZ,1130.97,MX,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1081.97,LT,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1206.97,PL,19-12-2024,ida
2025-02-22T20:05:00,BSB,gol,2025-02-22T17:30:00,SLZ,1361.97,MX,19-12-2024,ida
2025-03-02T21:00:00,GRU,gol,2025-03-02T17:50:00,CGB,1083.38,LT,19-12-2024,volta
2025-03-02T21:00:00,GRU,gol,2025-03-02T17:50:00,CGB,1208.38,PL,19-12-2024,volta
2025-03-02T21:00:00,GRU,gol,2025-03-02T17:50:00,CGB,1363.38,MX,19-12-2024,volta
2025-03-02T21:00:00,GRU,gol,2025-03-02T17:50:00,CGB,1906.38,LT,19-12-2024,volta
2025-03-02T21:00:00,GRU,gol,2025-03-02T17:50:00,CGB,2031.38,PL,19-12-2024,volta
2025-03-02T21:00:00,GRU,gol,2025-03-02T17:50:00,CGB,2201.38,MX,19-12-2024,volta
2025-02-22T12:55:00,GRU,gol,2025-02-22T11:20:00,VIX,279.46,PO,19-12-2024,ida
2025-02-22T12:55:00,GRU,gol,2025-02-22T11:20:00,VIX,302.46,LT,19-12-2024,ida
2025-02-22T12:55:00,GRU,gol,2025-02-22T11:20:00,VIX,427.46,PL,19-12-2024,ida
2025-02-22T12:55:00,GRU,gol,2025-02-22T11:20:00,VIX,572.46,MX,19-12-2024,ida
2025-02-22T18:35:00,GRU,gol,2025-02-22T16:55:00,VIX,279.46,PO,19-12-2024,ida
2025-02-22T18:35:00,GRU,gol,2025-02-22T16:55:00,VIX,302.46,LT,19-12-2024,ida
2025-02-22T18:35:00,GRU,gol,2025-02-22T16:55:00,VIX,427.46,PL,19-12-2024,ida
2025-02-22T18:35:00,GRU,gol,2025-02-22T16:55:00,VIX,572.46,MX,19-12-2024,ida
2025-02-22T06:30:00,GIG,gol,2025-02-22T05:20:00,VIX,946.46,LT,19-12-2024,ida
2025-02-22T06:30:00,GIG,gol,2025-02-22T05:20:00,VIX,1071.46,PL,19-12-2024,ida
2025-02-22T06:30:00,GIG,gol,2025-02-22T05:20:00,VIX,1226.46,MX,19-12-2024,ida
2025-02-22T14:35:00,GIG,gol,2025-02-22T13:25:00,VIX,536.46,LT,19-12-2024,ida
2025-02-22T14:35:00,GIG,gol,2025-02-22T13:25:00,VIX,661.46,PL,19-12-2024,ida
2025-02-22T14:35:00,GIG,gol,2025-02-22T13:25:00,VIX,811.46,MX,19-12-2024,ida
2025-03-02T10:30:00,VIX,gol,2025-03-02T09:00:00,GRU,1432.34,LT,19-12-2024,volta
2025-03-02T10:30:00,VIX,gol,2025-03-02T09:00:00,GRU,1557.34,PL,19-12-2024,volta
2025-03-02T10:30:00,VIX,gol,2025-03-02T09:00:00,GRU,1717.34,MX,19-12-2024,volta
2025-03-02T18:50:00,VIX,gol,2025-03-02T17:15:00,GRU,288.34,LT,19-12-2024,volta
2025-03-02T18:50:00,VIX,gol,2025-03-02T17:15:00,GRU,413.34,PL,19-12-2024,volta
2025-03-02T18:50:00,VIX,gol,2025-03-02T17:15:00,GRU,558.34,MX,19-12-2024,volta
2025-03-02T18:50:00,VIX,gol,2025-03-02T17:15:00,GRU,265.34,PO,19-12-2024,volta
2025-03-02T10:25:00,GIG,gol,2025-03-02T09:20:00,GRU,2532.34,LT,19-12-2024,volta
2025-03-02T10:25:00,GIG,gol,2025-03-02T09:20:00,GRU,2657.34,PL,19-12-2024,volta
2025-03-02T10:25:00,GIG,gol,2025-03-02T09:20:00,GRU,2827.34,MX,19-12-2024,volta
2025-02-22T06:30:00,GIG,gol,2025-02-22T05:20:00,VIX,357.46,LT,19-12-2024,ida
2025-02-22T06:30:00,GIG,gol,2025-02-22T05:20:00,VIX,482.46,PL,19-12-2024,ida
2025-02-22T06:30:00,GIG,gol,2025-02-22T05:20:00,VIX,632.46,MX,19-12-2024,ida
